,Distance,Cell_Types,isADoublet,Group_Cluster
Cell_581,0.998963827877487,2,FALSE,2
Cell_588,0.99937609064286,2,FALSE,2
Cell_613,0.998748829361771,2,FALSE,2
Cell_615,0.999201205508856,2,FALSE,2
Cell_618,0.994537059839256,6,FALSE,2
Cell_623,0.999262749860118,6,FALSE,2
Cell_639,0.999884973559014,6,FALSE,2
Cell_650,0.998901853636311,6,FALSE,2
Cell_654,0.999924563353011,6,FALSE,2
Cell_655,0.999698636835522,2,FALSE,2
Cell_667,0.999407606849083,2,FALSE,2
Cell_669,0.999923862079212,2,FALSE,2
Cell_673,0.999863122629769,2,FALSE,2
Cell_674,0.999527184418707,2,FALSE,2
Cell_681,0.999881405001747,6,FALSE,2
Cell_682,0.99927141023846,2,FALSE,2
Cell_683,0.999397605709419,2,FALSE,2
Cell_688,0.999426058378238,6,FALSE,2
Cell_708,0.998310022057927,2,FALSE,2
Cell_730,0.99750204949419,2,FALSE,2
Cell_731,0.999741502508003,5-6-2-4-two,TRUE,2
Cell_769,0.999845067754402,2,FALSE,2
Cell_777,0.999116834646853,2,FALSE,2
Cell_778,0.999846597037996,2,FALSE,2
Cell_786,0.999111603478275,4,FALSE,2
Cell_809,0.999246387551974,2,FALSE,2
Cell_814,0.997647422084916,2,FALSE,2
Cell_816,0.999215844632473,2,FALSE,2
Cell_827,0.999345614640201,2,FALSE,2
Cell_830,0.994360217394554,2,FALSE,2
Cell_837,0.997635776097726,6,FALSE,2
Cell_838,0.999194359896515,2,FALSE,2
Cell_839,0.999907785847243,2,FALSE,2
Cell_848,0.997811749098549,6,FALSE,2
Cell_849,0.999595607778886,5-6-2-4-two,TRUE,2
Cell_856,0.999728543049555,2,FALSE,2
Cell_858,0.998978665266477,6,FALSE,2
Cell_859,0.999977734153792,2,FALSE,2
Cell_869,0.99974323059896,6,FALSE,2
Cell_871,0.996741068551514,2,FALSE,2
Cell_873,0.999588223623656,6,FALSE,2
Cell_882,0.997903501309468,2,FALSE,2
Cell_883,0.999947167329089,2,FALSE,2
Cell_897,0.99992803354516,2,FALSE,2
Cell_901,0.999702911854343,2,FALSE,2
Cell_924,0.998260368813865,5-6-2-4-even,TRUE,2
Cell_926,0.999757225721708,2,FALSE,2
Cell_927,0.995278054048126,6,FALSE,2
Cell_933,0.999659347101928,2,FALSE,2
Cell_934,0.993351817343533,6,FALSE,2
Cell_943,0.998073732410352,2,FALSE,2
Cell_944,0.999361109906161,2,FALSE,2
Cell_955,0.999476418144695,2,FALSE,2
Cell_957,0.999990180819821,2,FALSE,2
Cell_958,0.998741082476808,2,FALSE,2
Cell_964,0.998695630426027,5-6-2-4-one,TRUE,2
Cell_977,0.998615675493638,2,FALSE,2
Cell_982,0.999330509422148,2,FALSE,2
Cell_984,0.999540751321173,2,FALSE,2
Cell_998,0.999921712412666,2,FALSE,2
Cell_1000,0.999864159110156,2,FALSE,2
Cell_1004,0.999307091562987,6,FALSE,2
Cell_1005,0.999333243480061,6,FALSE,2
Cell_1007,0.99987412081849,6,FALSE,2
Cell_1009,0.99917004197832,2,FALSE,2
Cell_1018,0.999143584675777,2,FALSE,2
Cell_1026,0.997088421814545,4,FALSE,2
Cell_1029,0.999031423941381,6,FALSE,2
Cell_1030,0.998421476397303,5-6-2-4-two,TRUE,2
Cell_1031,0.999410915950686,2,FALSE,2
Cell_1035,0.999450720169965,5-6-2-4-even,TRUE,2
Cell_1039,0.999965181343299,2,FALSE,2
Cell_1041,0.999899147317446,2,FALSE,2
Cell_1047,0.999698120198601,2,FALSE,2
Cell_1049,0.99932392925758,2,FALSE,2
Cell_1051,0.999697635611116,2,FALSE,2
Cell_1054,0.998819488753645,5-6-2-4-one,TRUE,2
Cell_1085,0.999474108954778,2,FALSE,2
Cell_1092,0.998404826927889,2,FALSE,2
Cell_1093,0.999984697843785,2,FALSE,2
Cell_1100,0.999955045780733,2,FALSE,2
Cell_1116,0.999491057094994,2,FALSE,2
Cell_1122,0.998765799251311,5-6-2-4-even,TRUE,2
Cell_1135,0.998328322899512,5-6-2-4-two,TRUE,2
Cell_1156,0.981746469296176,6,FALSE,2
Cell_1157,0.999518570379996,2,FALSE,2
Cell_1161,0.999711749244114,2,FALSE,2
Cell_1167,0.999093072525094,2,FALSE,2
Cell_1168,0.999916701821349,2,FALSE,2
Cell_1171,0.999093679614024,2,FALSE,2
Cell_1175,0.9999287063039,6,FALSE,2
Cell_1193,0.996930056497028,6,FALSE,2
Cell_1194,0.999320627749904,2,FALSE,2
Cell_1196,0.99972201014796,6,FALSE,2
Cell_1197,0.999587753891758,6,FALSE,2
Cell_1201,0.998050078777791,5-6-2-4-two,TRUE,2
Cell_1205,0.997744583986843,2,FALSE,2
Cell_1206,0.999940421720456,2,FALSE,2
Cell_1210,0.999204144189582,6,FALSE,2
Cell_1213,0.999358258330086,6,FALSE,2
Cell_1252,0.997680583716812,2,FALSE,2
Cell_1260,0.997712182199546,6,FALSE,2
Cell_1261,0.994854376674409,6,FALSE,2
Cell_1262,0.999044468459937,6,FALSE,2
Cell_1267,0.999807991668562,2,FALSE,2
Cell_1268,0.999469512246373,6,FALSE,2
Cell_1276,0.997708470090769,2,FALSE,2
Cell_1281,0.999987677387639,6,FALSE,2
Cell_1286,0.999537449993199,2,FALSE,2
Cell_1290,0.999709500958273,5-6-2-4-two,TRUE,2
Cell_1296,0.999698357481167,2,FALSE,2
Cell_1317,0.999549620302834,2,FALSE,2
Cell_1323,0.9996791871602,2,FALSE,2
Cell_1329,0.992810581966542,6,FALSE,2
Cell_1339,0.999943768189718,2,FALSE,2
Cell_1350,0.999906888187748,6,FALSE,2
Cell_1365,0.999217961373703,6,FALSE,2
Cell_1374,0.998315159200608,6,FALSE,2
Cell_1379,0.999661830985681,2,FALSE,2
Cell_1388,0.999939154701782,2,FALSE,2
Cell_1389,0.999028464852639,2,FALSE,2
Cell_1446,0.99556293454804,9-6-2-4-two,TRUE,2
Cell_1453,0.999789811592108,2,FALSE,2
Cell_1463,0.998899553443553,5-6-2-4-two,TRUE,2
Cell_1465,0.99976358731659,2,FALSE,2
Cell_1485,0.997111659430604,2,FALSE,2
Cell_1489,0.998258842622475,6,FALSE,2
Cell_1503,0.999558583829972,2,FALSE,2
Cell_1508,0.999925687577586,2,FALSE,2
Cell_1533,0.999833277234774,2,FALSE,2
Cell_1542,0.999311114892753,2,FALSE,2
Cell_1550,0.999762530956976,2,FALSE,2
Cell_1553,0.999745316993258,2,FALSE,2
Cell_1572,0.999338267244674,2,FALSE,2
Cell_1587,0.999585725956196,5-6-2-4-two,TRUE,2
Cell_1589,0.998405791622779,2,FALSE,2
Cell_1622,0.999887687817852,2,FALSE,2
Cell_1650,0.997869679147915,2,FALSE,2
Cell_1659,0.998922174045492,2,FALSE,2
Cell_1694,0.9999831726211,2,FALSE,2
Cell_1709,0.998964537767784,5-6-2-4-two,TRUE,2
Cell_1717,0.99957298129435,2,FALSE,2
Cell_1720,0.999929288237062,6,FALSE,2
Cell_1722,0.998275411688923,2,FALSE,2
Cell_1743,0.999530221488017,2,FALSE,2
Cell_1759,0.997767292431043,5-6-2-4-two,TRUE,2
Cell_1763,0.998903968792054,2,FALSE,2
Cell_1776,0.998097013667422,5-6-2-4-two,TRUE,2
Cell_1777,0.999638341490078,2,FALSE,2
Cell_1780,0.9998778836972,2,FALSE,2
Cell_1783,0.99952429722055,2,FALSE,2
Cell_1784,0.999191709476406,2,FALSE,2
Cell_1785,0.999343977334051,2,FALSE,2
Cell_1789,0.999817267160688,2,FALSE,2
Cell_1796,0.998570801207664,2,FALSE,2
Cell_1800,0.999282126683476,2,FALSE,2
Cell_1802,0.999654387361031,2,FALSE,2
Cell_1811,0.999543548227373,2,FALSE,2
Cell_1814,0.999974261066236,2,FALSE,2
Cell_1817,0.989537444393394,6,FALSE,2
Cell_1821,0.997507085044072,6,FALSE,2
Cell_1822,0.999323708925098,5-6-2-4-two,TRUE,2
Cell_1823,0.999906386762307,2,FALSE,2
Cell_1824,0.999858153051641,2,FALSE,2
Cell_1826,0.999982073199668,2,FALSE,2
Cell_1828,0.998712148238513,2,FALSE,2
Cell_1838,0.999003542450032,6,FALSE,2
Cell_1840,0.999983990408565,2,FALSE,2
Cell_1873,0.998736064150149,5-6-2-4-even,TRUE,2
Cell_1874,0.999877813005762,2,FALSE,2
Cell_1878,0.999401224867387,2,FALSE,2
Cell_1889,0.999468254948615,2,FALSE,2
Cell_1894,0.999923358173199,6,FALSE,2
Cell_1896,0.999454235595193,2,FALSE,2
Cell_1897,0.999954546094472,2,FALSE,2
Cell_1904,0.999365209322666,5-6-2-4-two,TRUE,2
Cell_1907,0.999449427947302,2,FALSE,2
Cell_1909,0.99907653675539,2,FALSE,2
Cell_1922,0.999760239414582,2,FALSE,2
Cell_1926,0.999152568323718,6,FALSE,2
Cell_1937,0.999764863946307,5-6-2-4-two,TRUE,2
Cell_1941,0.987635275422323,6,FALSE,2
Cell_1946,0.998672605562709,6,FALSE,2
Cell_1967,0.999919368138308,2,FALSE,2
Cell_1968,0.998575186119322,5-6-2-4-two,TRUE,2
Cell_1970,0.995929339219614,2,FALSE,2
Cell_1971,0.999391013644194,2,FALSE,2
Cell_1976,0.998111714826604,5-6-2-4-two,TRUE,2
Cell_1983,0.998340046581946,2,FALSE,2
Cell_1985,0.998342676586743,5-6-2-4-two,TRUE,2
Cell_1987,0.998038556901452,5-6-2-4-one,TRUE,2
Cell_1989,0.999891541128384,6,FALSE,2
Cell_1991,0.999869413566246,2,FALSE,2
Cell_1992,0.99937143001958,5-6-2-4-even,TRUE,2
Cell_1994,0.998318344108963,2,FALSE,2
Cell_1995,0.999439663400442,5-6-2-4-even,TRUE,2
Cell_1996,0.998195161281518,5-6-2-4-two,TRUE,2
Cell_1997,0.998672751636243,2,FALSE,2
Cell_1999,0.999881091576167,2,FALSE,2
Cell_2000,0.998712680940414,2,FALSE,2
Cell_2002,0.994629162538218,6,FALSE,2
Cell_2007,0.997927164711762,6,FALSE,2
Cell_2014,0.999817436289839,2,FALSE,2
Cell_2015,0.998926800969889,2,FALSE,2
Cell_2022,0.999859609255027,6,FALSE,2
Cell_2027,0.998975265367765,2,FALSE,2
Cell_2046,0.999282404581904,5-6-2-4-two,TRUE,2
Cell_2050,0.999833485884753,2,FALSE,2
Cell_2075,0.999732708779778,2,FALSE,2
Cell_2077,0.999957309864963,2,FALSE,2
Cell_2080,0.999869919960879,2,FALSE,2
Cell_2083,0.996813167811064,6,FALSE,2
Cell_2088,0.999302955412676,5-6-2-4-two,TRUE,2
Cell_2093,0.999309437783166,5-6-2-4-two,TRUE,2
Cell_2094,0.999589177827318,6,FALSE,2
Cell_2100,0.99974401463587,5-6-2-4-two,TRUE,2
Cell_2102,0.999097085532746,2,FALSE,2
Cell_2105,0.998318210937833,6,FALSE,2
Cell_2106,0.99959125627394,6,FALSE,2
Cell_2108,0.999261344898451,2,FALSE,2
Cell_2114,0.999080760704823,5-6-2-4-two,TRUE,2
Cell_2120,0.999956010738242,2,FALSE,2
Cell_2123,0.999868682698561,2,FALSE,2
Cell_2126,0.984092274172039,6,FALSE,2
Cell_2128,0.999341087916543,2,FALSE,2
Cell_2130,0.99855590579307,2,FALSE,2
Cell_2134,0.997947908616118,6,FALSE,2
Cell_2135,0.974394067860727,2,FALSE,2
Cell_2140,0.999838098683727,2,FALSE,2
Cell_2146,0.998300304637554,2,FALSE,2
Cell_2147,0.998758131219509,2,FALSE,2
Cell_2151,0.992057200689001,2,FALSE,2
Cell_2157,0.99358211699216,2,FALSE,2
Cell_2164,0.999220177551215,5-6-2-4-two,TRUE,2
Cell_2165,0.996955832961102,6,FALSE,2
Cell_2167,0.986801756969502,6,FALSE,2
Cell_2169,0.998790350559662,2,FALSE,2
Cell_2173,0.999303459873698,2,FALSE,2
Cell_2181,0.999314055505684,6,FALSE,2
Cell_2182,0.999426156112326,6,FALSE,2
Cell_2185,0.999938366275618,5-6-2-4-two,TRUE,2
Cell_2190,0.985426189327783,6,FALSE,2
Cell_2192,0.999854131082216,2,FALSE,2
Cell_2205,0.999120940537431,6,FALSE,2
Cell_2207,0.995405799409238,6,FALSE,2
Cell_2235,0.999672073060626,5-6-2-4-two,TRUE,2
Cell_2237,0.998389012393074,6,FALSE,2
Cell_2249,0.998964136789112,6,FALSE,2
Cell_2253,0.99977102181539,2,FALSE,2
Cell_2262,0.999039309481321,6,FALSE,2
Cell_2266,0.994635241109152,6,FALSE,2
Cell_2267,0.999165954387434,5-6-2-4-even,TRUE,2
Cell_2268,0.999810013782071,6,FALSE,2
Cell_2277,0.999476402460449,6,FALSE,2
Cell_2297,0.998527611883214,5-6-2-4-even,TRUE,2
Cell_2305,0.999981321758609,2,FALSE,2
Cell_2321,0.998427910599688,5-6-2-4-two,TRUE,2
Cell_2330,0.996802428155687,2,FALSE,2
Cell_2331,0.998864570260995,2,FALSE,2
Cell_2333,0.998686429191871,6,FALSE,2
Cell_2344,0.991698249515585,6,FALSE,2
Cell_2346,0.997534149227517,2,FALSE,2
Cell_2356,0.998024321948713,5-6-2-4-two,TRUE,2
Cell_2357,0.999752820175751,2,FALSE,2
Cell_2359,0.998761488550225,5-6-2-4-one,TRUE,2
Cell_2360,0.998639441627267,2,FALSE,2
Cell_2363,0.999954387525754,2,FALSE,2
Cell_2369,0.999140924749942,5-6-2-4-even,TRUE,2
Cell_2381,0.999737389642516,2,FALSE,2
Cell_2387,0.999776677855956,2,FALSE,2
Cell_2409,0.999635324932483,2,FALSE,2
Cell_2426,0.999854646639009,2,FALSE,2
Cell_2439,0.997606860342362,2,FALSE,2
Cell_2449,0.999701760519779,2,FALSE,2
Cell_2456,0.997920377037658,2,FALSE,2
Cell_2464,0.99921259527745,2,FALSE,2
Cell_2466,0.99996374076413,2,FALSE,2
Cell_2471,0.999575030020403,2,FALSE,2
Cell_2496,0.997647497041163,2,FALSE,2
Cell_2510,0.999756335663287,6,FALSE,2
Cell_2518,0.994241563523261,6,FALSE,2
Cell_2524,0.999723492048229,2,FALSE,2
Cell_2543,0.999949826174133,2,FALSE,2
Cell_2552,0.999959515729661,2,FALSE,2
Cell_2553,0.999902825938464,2,FALSE,2
Cell_2554,0.999619773123614,2,FALSE,2
Cell_2559,0.999830344393799,6,FALSE,2
Cell_2562,0.992025194553808,6,FALSE,2
Cell_2567,0.999866251804224,2,FALSE,2
Cell_2577,0.998995474852868,2,FALSE,2
Cell_2581,0.999897015000387,2,FALSE,2
Cell_2582,0.999152060687711,2,FALSE,2
Cell_2591,0.999358968760313,2,FALSE,2
Cell_2601,0.999697353990465,2,FALSE,2
Cell_2610,0.987594586844537,6,FALSE,2
Cell_2619,0.99977253604721,2,FALSE,2
Cell_2626,0.999965569967669,2,FALSE,2
Cell_2637,0.99961441720863,2,FALSE,2
Cell_2644,0.997363538220467,6,FALSE,2
Cell_2665,0.999882617484552,2,FALSE,2
Cell_2684,0.999967892153391,2,FALSE,2
Cell_2704,0.999809377511696,2,FALSE,2
Cell_2711,0.999559338810263,2,FALSE,2
Cell_2715,0.999478794833971,2,FALSE,2
Cell_2725,0.999922289196463,2,FALSE,2
Cell_3,0.999983478868155,3,FALSE,3
Cell_5,0.999965798295281,3,FALSE,3
Cell_25,0.999973858062771,3,FALSE,3
Cell_38,0.999973858062771,3,FALSE,3
Cell_51,0.999998407685287,3,FALSE,3
Cell_72,0.999735279008883,3,FALSE,3
Cell_74,0.999973858062771,3,FALSE,3
Cell_75,0.999997801323588,3,FALSE,3
Cell_82,0.999741685263061,3,FALSE,3
Cell_117,0.999973858062771,3,FALSE,3
Cell_132,0.999996288116238,3,FALSE,3
Cell_135,0.99999055588517,3,FALSE,3
Cell_141,0.999984310331065,3,FALSE,3
Cell_154,0.999977140024417,3,FALSE,3
Cell_158,0.999995259053547,3,FALSE,3
Cell_160,0.999978077342323,3,FALSE,3
Cell_163,0.999973858062771,3,FALSE,3
Cell_181,0.999973858062771,3,FALSE,3
Cell_193,0.999086420904776,3,FALSE,3
Cell_217,0.999952430810589,3,FALSE,3
Cell_226,0.99976543787566,3,FALSE,3
Cell_227,0.999973858062771,3,FALSE,3
Cell_235,0.999986565576813,3,FALSE,3
Cell_245,0.999996941794315,3,FALSE,3
Cell_247,0.999965153598579,3,FALSE,3
Cell_250,0.997262348452209,3,FALSE,3
Cell_268,0.999913390206683,3,FALSE,3
Cell_278,0.999998181794975,3,FALSE,3
Cell_290,0.999925438219935,3,FALSE,3
Cell_299,0.999977140024417,3,FALSE,3
Cell_303,0.999973858062771,3,FALSE,3
Cell_310,0.999609669598668,3,FALSE,3
Cell_343,0.999997414806115,3,FALSE,3
Cell_346,0.999973858062771,3,FALSE,3
Cell_348,0.999835700486709,3,FALSE,3
Cell_373,0.999831514000694,3,FALSE,3
Cell_402,0.999551800495432,3,FALSE,3
Cell_416,0.999998462516839,3,FALSE,3
Cell_439,0.999741866315966,3,FALSE,3
Cell_444,0.999901662509364,3,FALSE,3
Cell_451,0.999973858062771,3,FALSE,3
Cell_457,0.999332376611081,3,FALSE,3
Cell_458,0.999917328493762,3,FALSE,3
Cell_461,0.999705715969624,3,FALSE,3
Cell_463,0.999813315199129,3,FALSE,3
Cell_465,0.999973858062771,3,FALSE,3
Cell_468,0.999876801858821,3,FALSE,3
Cell_471,0.999525604668091,3,FALSE,3
Cell_476,0.999862252458339,3,FALSE,3
Cell_480,0.999951456384284,3,FALSE,3
Cell_482,0.999839550200532,3,FALSE,3
Cell_483,0.999991950037971,3,FALSE,3
Cell_485,0.999973858062771,3,FALSE,3
Cell_487,0.99997142569436,3,FALSE,3
Cell_489,0.999973858062771,3,FALSE,3
Cell_502,0.999973858062771,3,FALSE,3
Cell_517,0.999973858062771,3,FALSE,3
Cell_531,0.99990832490021,3,FALSE,3
Cell_534,0.999978388178893,3,FALSE,3
Cell_537,0.999992966323824,3,FALSE,3
Cell_548,0.999973858062771,3,FALSE,3
Cell_550,0.999973858062771,3,FALSE,3
Cell_557,0.999951456384284,3,FALSE,3
Cell_559,0.996914431372422,7-8-1-3-9-one,TRUE,3
Cell_567,0.999846242883563,3,FALSE,3
Cell_575,0.99998246485244,3,FALSE,3
Cell_576,0.999880316965949,3,FALSE,3
Cell_585,0.999853341694183,3,FALSE,3
Cell_586,0.999983545993595,3,FALSE,3
Cell_593,0.999985596412322,3,FALSE,3
Cell_596,0.999973858062771,3,FALSE,3
Cell_622,0.999973858062771,3,FALSE,3
Cell_644,0.999880810444846,3,FALSE,3
Cell_656,0.999998181794975,3,FALSE,3
Cell_659,0.999982978490758,3,FALSE,3
Cell_662,0.999875197317215,3,FALSE,3
Cell_675,0.999998293055223,3,FALSE,3
Cell_697,0.999902733661961,3,FALSE,3
Cell_707,0.999995005745566,3,FALSE,3
Cell_716,0.999976502083845,3,FALSE,3
Cell_725,0.997111801229418,1,FALSE,3
Cell_735,0.999627348046991,3,FALSE,3
Cell_736,0.999998010852813,3,FALSE,3
Cell_738,0.999973858062771,3,FALSE,3
Cell_739,0.999996764936545,3,FALSE,3
Cell_746,0.997809373148453,3,FALSE,3
Cell_749,0.999956224155757,3,FALSE,3
Cell_758,0.999885928361072,3,FALSE,3
Cell_760,0.999973858062771,3,FALSE,3
Cell_761,0.999477966603028,3,FALSE,3
Cell_765,0.998871733005125,3,FALSE,3
Cell_766,0.999985097808248,3,FALSE,3
Cell_774,0.999973858062771,3,FALSE,3
Cell_784,0.999998314091887,3,FALSE,3
Cell_791,0.998107393370555,7-8-1-3-5-one,TRUE,3
Cell_794,0.999990154477173,3,FALSE,3
Cell_815,0.999973858062771,3,FALSE,3
Cell_824,0.999985579973036,3,FALSE,3
Cell_832,0.999985596412322,3,FALSE,3
Cell_835,0.999708761746036,3,FALSE,3
Cell_857,0.999846138389132,3,FALSE,3
Cell_860,0.999995961762376,3,FALSE,3
Cell_861,0.999998153199879,3,FALSE,3
Cell_874,0.999812101378685,3,FALSE,3
Cell_894,0.999973858062771,3,FALSE,3
Cell_896,0.999997910907949,3,FALSE,3
Cell_903,0.999997414806115,3,FALSE,3
Cell_908,0.999987535271508,3,FALSE,3
Cell_914,0.999973858062771,3,FALSE,3
Cell_919,0.999978998378771,3,FALSE,3
Cell_925,0.99981639860721,1,FALSE,3
Cell_937,0.999973858062771,3,FALSE,3
Cell_938,0.999233976421842,3,FALSE,3
Cell_945,0.999990067279652,3,FALSE,3
Cell_946,0.999973858062771,3,FALSE,3
Cell_950,0.999998429629125,3,FALSE,3
Cell_960,0.999987996933587,3,FALSE,3
Cell_980,0.999973858062771,3,FALSE,3
Cell_986,0.999969093079765,3,FALSE,3
Cell_990,0.999998455660677,3,FALSE,3
Cell_992,0.999995502830475,3,FALSE,3
Cell_1006,0.999767710478528,3,FALSE,3
Cell_1010,0.999973858062771,3,FALSE,3
Cell_1014,0.999973858062771,3,FALSE,3
Cell_1016,0.999967741101027,3,FALSE,3
Cell_1027,0.999973858062771,3,FALSE,3
Cell_1038,0.999973858062771,3,FALSE,3
Cell_1043,0.999997910907949,3,FALSE,3
Cell_1052,0.999931071212468,3,FALSE,3
Cell_1070,0.999973858062771,3,FALSE,3
Cell_1073,0.999973858062771,3,FALSE,3
Cell_1081,0.999101375032117,3,FALSE,3
Cell_1082,0.999973858062771,3,FALSE,3
Cell_1090,0.99998246485244,3,FALSE,3
Cell_1096,0.999973858062771,3,FALSE,3
Cell_1119,0.999973858062771,3,FALSE,3
Cell_1123,0.999834709941771,3,FALSE,3
Cell_1127,0.999973858062771,3,FALSE,3
Cell_1137,0.999973858062771,3,FALSE,3
Cell_1144,0.999993596491449,3,FALSE,3
Cell_1179,0.999964150792955,3,FALSE,3
Cell_1188,0.999948470364937,3,FALSE,3
Cell_1189,0.999987497302549,3,FALSE,3
Cell_1192,0.99999839385592,3,FALSE,3
Cell_1202,0.999992754258511,3,FALSE,3
Cell_1208,0.999973858062771,3,FALSE,3
Cell_1233,0.999893733460234,3,FALSE,3
Cell_1237,0.999995961762376,3,FALSE,3
Cell_1245,0.999973858062771,3,FALSE,3
Cell_1251,0.99999159236212,3,FALSE,3
Cell_1278,0.999756364053862,3,FALSE,3
Cell_1292,0.99999159236212,3,FALSE,3
Cell_1298,0.999988391532809,3,FALSE,3
Cell_1308,0.999985097808248,3,FALSE,3
Cell_1334,0.999975198511068,3,FALSE,3
Cell_1336,0.999973858062771,3,FALSE,3
Cell_1344,0.999995737069152,3,FALSE,3
Cell_1355,0.999985097808248,3,FALSE,3
Cell_1359,0.999973858062771,3,FALSE,3
Cell_1375,0.999975854910395,3,FALSE,3
Cell_1403,0.999973858062771,3,FALSE,3
Cell_1411,0.999998293055223,3,FALSE,3
Cell_1421,0.999973858062771,3,FALSE,3
Cell_1427,0.999992298261637,3,FALSE,3
Cell_1439,0.999997109063323,3,FALSE,3
Cell_1444,0.99984570680902,3,FALSE,3
Cell_1445,0.999973858062771,3,FALSE,3
Cell_1459,0.999997682106992,3,FALSE,3
Cell_1466,0.998708180888885,3,FALSE,3
Cell_1468,0.999986565576813,3,FALSE,3
Cell_1470,0.999471843381809,3,FALSE,3
Cell_1477,0.99984706602178,3,FALSE,3
Cell_1493,0.999976842023066,3,FALSE,3
Cell_1496,0.999973858062771,3,FALSE,3
Cell_1502,0.999995737069152,3,FALSE,3
Cell_1512,0.99999159236212,3,FALSE,3
Cell_1519,0.999977768725103,3,FALSE,3
Cell_1530,0.999973858062771,3,FALSE,3
Cell_1540,0.999994470565211,3,FALSE,3
Cell_1541,0.999944342320655,3,FALSE,3
Cell_1544,0.999973858062771,3,FALSE,3
Cell_1546,0.99982613439494,1,FALSE,3
Cell_1554,0.998074173984359,1,FALSE,3
Cell_1558,0.998222149108121,3,FALSE,3
Cell_1569,0.999945606185981,3,FALSE,3
Cell_1575,0.999973858062771,3,FALSE,3
Cell_1591,0.99981511070525,3,FALSE,3
Cell_1599,0.999998293055223,3,FALSE,3
Cell_1609,0.999412307760258,3,FALSE,3
Cell_1612,0.999973858062771,3,FALSE,3
Cell_1613,0.998080262473321,3,FALSE,3
Cell_1617,0.999973858062771,3,FALSE,3
Cell_1618,0.999672342423184,3,FALSE,3
Cell_1626,0.999376754933465,3,FALSE,3
Cell_1645,0.999973858062771,3,FALSE,3
Cell_1649,0.999997910907949,3,FALSE,3
Cell_1661,0.999973858062771,3,FALSE,3
Cell_1663,0.999973858062771,3,FALSE,3
Cell_1682,0.999973858062771,3,FALSE,3
Cell_1695,0.999849309233785,3,FALSE,3
Cell_1696,0.999973858062771,3,FALSE,3
Cell_1713,0.999977768725103,3,FALSE,3
Cell_1721,0.999998365730171,3,FALSE,3
Cell_1728,0.999980773384708,3,FALSE,3
Cell_1737,0.999973858062771,3,FALSE,3
Cell_1744,0.999995127318591,3,FALSE,3
Cell_1751,0.999973858062771,3,FALSE,3
Cell_1754,0.999767036032593,3,FALSE,3
Cell_1770,0.99999084868243,3,FALSE,3
Cell_1786,0.999973858062771,3,FALSE,3
Cell_1807,0.999995502830475,3,FALSE,3
Cell_1816,0.999973858062771,3,FALSE,3
Cell_1825,0.999989662449925,3,FALSE,3
Cell_1831,0.999973858062771,3,FALSE,3
Cell_1841,0.999973858062771,3,FALSE,3
Cell_1844,0.999854629871721,3,FALSE,3
Cell_1848,0.999960731609023,3,FALSE,3
Cell_1849,0.999946427323808,3,FALSE,3
Cell_1860,0.999997682106992,3,FALSE,3
Cell_1861,0.999909355521238,3,FALSE,3
Cell_1863,0.999973858062771,3,FALSE,3
Cell_1879,0.999883110995573,3,FALSE,3
Cell_1898,0.999986089842974,3,FALSE,3
Cell_1901,0.999629614369743,7-8-1-3-5-one,TRUE,3
Cell_1913,0.999987996933587,3,FALSE,3
Cell_1917,0.999973858062771,3,FALSE,3
Cell_1918,0.999979599317716,3,FALSE,3
Cell_1927,0.999973858062771,3,FALSE,3
Cell_1933,0.999997202055226,3,FALSE,3
Cell_1936,0.999726622267511,3,FALSE,3
Cell_1940,0.999973858062771,3,FALSE,3
Cell_1949,0.999959850897331,3,FALSE,3
Cell_1952,0.999964150792955,3,FALSE,3
Cell_1955,0.999914713669385,3,FALSE,3
Cell_1962,0.999853341694183,3,FALSE,3
Cell_1966,0.999973858062771,3,FALSE,3
Cell_2013,0.999973858062771,3,FALSE,3
Cell_2037,0.999973858062771,3,FALSE,3
Cell_2041,0.999973858062771,3,FALSE,3
Cell_2048,0.998755372657502,7-8-1-3-5-one,TRUE,3
Cell_2052,0.999757517260922,3,FALSE,3
Cell_2055,0.999990154477173,3,FALSE,3
Cell_2058,0.999744764741644,3,FALSE,3
Cell_2061,0.999995502830475,3,FALSE,3
Cell_2062,0.999884610999316,3,FALSE,3
Cell_2064,0.999436928166688,3,FALSE,3
Cell_2070,0.999973858062771,3,FALSE,3
Cell_2071,0.999863659338683,3,FALSE,3
Cell_2078,0.999865340483721,3,FALSE,3
Cell_2085,0.999993286148037,3,FALSE,3
Cell_2095,0.999973858062771,3,FALSE,3
Cell_2112,0.999973858062771,3,FALSE,3
Cell_2115,0.999928781698129,3,FALSE,3
Cell_2125,0.999973858062771,3,FALSE,3
Cell_2127,0.999973858062771,3,FALSE,3
Cell_2143,0.999973858062771,3,FALSE,3
Cell_2144,0.999984072591818,3,FALSE,3
Cell_2153,0.999997266736336,3,FALSE,3
Cell_2175,0.999973858062771,3,FALSE,3
Cell_2188,0.999252917151756,1,FALSE,3
Cell_2189,0.999893842125624,3,FALSE,3
Cell_2193,0.999973858062771,3,FALSE,3
Cell_2195,0.998777200293539,3,FALSE,3
Cell_2202,0.999995621320026,3,FALSE,3
Cell_2209,0.999984589865724,3,FALSE,3
Cell_2212,0.999992061431663,3,FALSE,3
Cell_2224,0.999997910907949,3,FALSE,3
Cell_2240,0.999997870060788,3,FALSE,3
Cell_2243,0.999988391532809,3,FALSE,3
